# JAS_WU																								
# Units: Mgal/day																								
# released 2014, March 7
huc12	newhydroid	AqGwWL	CoGwWL	DoGwWL	InGwWL	IrGwWL	LvGwWL	MiGwWL	ReGwWL	TeGwWL	WsGwWL	AqSwWL	CoSwWL	InSwWL	IrSwWL	MiSwWL	TeSwWL	WsSwWL	InGwRT	InSwRT	STswRT	WSgwRT	WSunkTR	WStrans
20401010207	268	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.969349426
20401010207	272	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2.061924938
20401010207	235	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2.322431595
20401010207	273	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2.795306567
20401010207	219	0	0	0	-0.002559735	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.004004436	0	1	-3.099346497
20401010207	243	0	0	0	-3.36E-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.26E-05	0	1	-3.546151189
20401010207	246	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-3.789030284
20401010207	281	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-4.044544525
20401010207	293	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-4.187476577
20401010207	240	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-4.216460567
20401010207	278	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-5.269772719
20401010207	265	0	0	0	-6.11E-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9.55E-05	0	1	-5.46878884
20401010207	271	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-5.686251653
20401010207	197	0	0	0	-0.000782146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.001223586	0	1	-6.684406247
20401010207	298	0	0	0	0	0	0	0	1	0	-0.025826988	0	0	0	0	0	0	0	0	0	0	0	1	-5.024606101
20401010301	295	0	0	0	0	0	0	0	1	0	-0.000291259	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010301	191	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010301	218	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010301	263	0	0	0	0	0	0	0	1	0	-1.82E-05	0	0	0	0	0	0	0	0	0	0	0	1	-0.024664062
20401010301	229	0	0	0	0	0	0	0	1	0	-3.23E-05	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010302	207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010302	277	0	0	0	0	0	0	0	1	0	-6.84E-05	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010302	258	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
